FullAddress,CommunityName ,PropertyID,CountyState,Risk,HousingCompany,PrivateEquityFirm,Units,YearAcquired,Fannie/Freddie,PropertyType,Latitude,Longitude,,
"3800 Southside Cir Florence,SC 29505",Southside Mobile Home Park,SC-Southside Mobile Home Park-3800,"Florence, SC",Relatively Moderate,Knights Communities,Keel Team,50,N/A,N/A,Manufactured Housing,34.116903,-79.776196,,
"1351 E Little Creek Rd Norfolk,VA 23518",Hogshires Trailer Court,VA-Hogshires Trailer Court-1351,"Norfolk, VA",Relatively Moderate,Knights Communities,Keel Team,50,N/A,N/A,Manufactured Housing,36.91522,-76.234966,,
"5315 Pickron Ln Tampa,FL",Duncan Mobile Home Park,FL-Duncan Mobile Home Park-5315,"Hillsborough, FL",Relatively High,Homes of America,Alden Global Capital,50,2023,N/A,Manufactured Housing,27.993761,-82.337643,,
"211 Willow Drive Spencer,WI 55479",Willow Grove,WI-Willow Grove-211,"Marathon, WI",Relatively Moderate,RHP Properties (RHP),RHP Properties,49,2022,No,Manufactured Housing,44.749097,-90.295847,,
"778 NJ-36 Hazlet,NJ 7730",Sam's MHC,NJ-Sam's MHC-778,"Monmouth, NJ",Relatively High,Horizon Land Company,Federal Capital Partners,49,N/A,No,Manufactured Housing,40.437255,-74.166623,,
"5198 Charral Rd Killeen,TX 76542",Killeen MHP Oak Creek & Killeen MHP Cedar Knob,TX-Killeen MHP Oak Creek & Killeen MHP Cedar Knob-5198,"Bell, TX",Relatively Moderate,Impact Communities,MHP Funds,49,N/A,No,Manufactured Housing,31.058103,-97.712236,,
"2425 E US Highway 223 Adrian,MI 49221",Southgate Mobile Home Park,MI-Southgate Mobile Home Park-2425,"Lenawee, MI",Relatively Low,Homes of America,Alden Global Capital,48,2021,No,Manufactured Housing,41.875163,-84.015198,,
"3201 S Douglas Ave Springfield,IL 62704",Edgewood Mobile Home Park,IL-Edgewood Mobile Home Park-3201,"Sangamon, IL",Relatively Moderate,Knights Communities,Keel Team,48,N/A,N/A,Manufactured Housing,39.762761,-89.672334,,
"2201 Wichita St Pasadena,TX",Wichita Mobile Home Park,TX-Wichita Mobile Home Park-2201,"Harris, TX",Very High,Impact Communities,MHP Funds,48,2017,N/A,Manufactured Housing,29.67986,-95.176433,,
"13 Parkview Dr Clinton,PA 15026",Parkview Heights,PA-Parkview Heights-13,"Allegheny, PA",Relatively High,Homes of America,Alden Global Capital,47,2022,No,Manufactured Housing,40.490941,-80.300125,,
"515 Edgebrook Dr Champaign,IL 61802",Edgebrook Estates,IL-Edgebrook Estates-515,"Champaign, IL",Relatively Moderate,Horizon Land Company,Federal Capital Partners,47,2018,No,Manufactured Housing,40.131537,-88.251612,,
"5068 W Old Hwy 81 New Braunfels,TX 78132",Donahue Elite,TX-Donahue Elite-5068,"Comal, TX",Relatively Moderate,Horizon Land Company,Federal Capital Partners,47,N/A,No,Manufactured Housing,29.660868,-98.179304,,
"100 Coyote Bend Seguin,TX 78155",Coyote Bend Estates,TX-Coyote Bend Estates-100,"Guadalupe, TX",Relatively Moderate,Horizon Land Company,Federal Capital Partners,47,N/A,No,Manufactured Housing,29.527847,-97.915307,,
"751 Avenue C Cheyenne,WY 82007",Circle ER Ranch MHP,WY-Circle ER Ranch MHP-751,"Laramie, WY",Relatively Low,Impact Communities,MHP Funds,47,N/A,Freddie Mac,Manufactured Housing,41.110093,-104.788704,,
"4413 N Texas Ave Bryan,TX 77803",Village Park North,TX-Village Park North-4413,"Brazos, TX",Relatively Moderate,Impact Communities,MHP Funds,46,N/A,Freddie Mac,Manufactured Housing,30.708429,-96.397336,,
"452 Elm St Breckenridge,MI 48615",Breckenridge Manfuactured Home Community,MI-Breckenridge Manfuactured Home Community-452,"Gratiot, MI",Relatively Low,Knights Communities,Keel Team,46,2021,Fannie Mae,Manufactured Housing,43.414766,-84.48795,,
"5633 Cinnamon Ln Gulf Shores,AL 36542",River Pointe Mobile Home Park,AL-River Pointe Mobile Home Park-5633,"Baldwin, AL",Relatively High,Homes of America,Alden Global Capital,45,2022,No,Manufactured Housing,30.306038,-87.720083,,
"21752 Pacific Coast Hwy Huntington Beach,CA 92646",Cabrillo Mobile Home Park,CA-Cabrillo Mobile Home Park-21752,"Orange, CA",Very High,Hometown America,Calzada Capital Partners,45,N/A,No,Manufactured Housing,33.646746,-117.98392,,
"499 Augusta Rd Winslow,ME 4901",Pine View Park,ME-Pine View Park-499,"Kennebec, ME",Relatively Low,Homes of America,Alden Global Capital,45,2022,No,Manufactured Housing,44.525845,-69.644643,,
"4701 Glenwood Ave Deer Park,TX 77536",Fawnbrook Village,TX-Fawnbrook Village-4701,"Harris, TX",Very High,Horizon Land Company,Federal Capital Partners,45,N/A,No,Manufactured Housing,29.667206,-95.129434,,
"111 Bonneau Heights Circle Gettysburg,PA 17325",Bonneau Heights,PA-Bonneau Heights-111,"Adams, PA",Relatively Low,RHP Properties (RHP),RHP Properties,45,N/A,No,Manufactured Housing,39.816234,-77.138719,,
"105 Aztalan Street Johnson Creek,WI 53038",Back Acres,WI-Back Acres -105,"Jefferson, WI",Relatively Low,RHP Properties (RHP),RHP Properties,45,N/A,Freddie Mac,Manufactured Housing,43.075313,-88.776011,,
"5410 N Falkenburg Rd Tampa,FL 33610",Carosel Mobile Home Park,FL-Carosel Mobile Home Park-5410,"Hillsborough, FL",Relatively High,Homes of America,Alden Global Capital,45,2023,N/A,Manufactured Housing,27.99686,-82.335525,,
"302 S Hwy 5 Pleasantville,IA 50225",Vista Village MHC,IA-Vista Village MHC-302,"Marion, IA",Very Low,Horizon Land Company,Federal Capital Partners,44,N/A,No,Manufactured Housing,41.384109,-93.261834,,
"201 21st Ave S Fort Dodge,IA 50501",Frontier Village,IA-Frontier Village-201,"Webster, IA",Relatively Low,Impact Communities,MHP Funds,44,N/A,No,Manufactured Housing,42.477814,-94.206347,,
"2166 Wyoming Ave Laramie,WY 82070",Blake's Mobile Home Ranch,WY-Blake's Mobile Home Ranch-2166,"Albany, WY",Relatively Low,Impact Communities,MHP Funds,44,N/A,No,Manufactured Housing,41.312544,-105.625534,,
"2900 Cranbery Highway East Wareham,MA 02538",Red Wing Estates,MA-Red Wing Estates-2900,"Plymouth, MA",Relatively Moderate,Legacy Communities,Legacy Communities,44,2021,Freddie Mac,Manufactured Housing,41.761188,-70.666285,,
"315 Linwood Ave Alma,MI 48801",Briarwood Manufactured Home Coummunity,MI-Briarwood Manufactured Home Coummunity-315,"Gratiot, MI",Relatively Low,Knights Communities,Keel Team,44,N/A,Fannie Mae,Manufactured Housing,43.378675,-84.638797,,
"6817 N Habana Ave Tampa,FL 33614",Ralston Beach Trailer Park,FL-Ralston Beach Trailer Park-6817,"Hillsborough, FL",Relatively High,Homes of America,Alden Global Capital,43,2022,No,Manufactured Housing,28.009858,-82.487584,,
"27 Woodland BLVD S Deland,FL 32720",Lakeside Village Mobile Home and RV Park,FL-Lakeside Village Mobile Home and RV Park-27,"Volusia, FL",Relatively High,Homes of America,Alden Global Capital,43,2021,No,Manufactured Housing,29.273296,-81.084537,,
"2800 Proctor St Irving,TX 75061",Cobbelstone MHC,TX-Cobbelstone MHC-2800,"Dallas, TX",Very High,Horizon Land Company,Federal Capital Partners,43,2021,No,Manufactured Housing,32.828769,-96.902655,,
"4259 Phillips Hwy Jacksonville,FL 32207",Pine Oaks,FL-Pine Oaks-4259,"Duval, FL",Relatively High,Treehouse Communities,The Blackstone Group,43,2019,No,Manufactured Housing,30.280177,-81.627646,,
"401 Silent Valley Rd Lockhart,TX 78644",Live Oak MHC,TX-Live Oak MHC-401,"Caldwell, TX",Relatively Low,Impact Communities,MHP Funds,43,N/A,No,Manufactured Housing,29.89761,-97.681359,,
"5020 Highway 90 Marianna,FL 32446",Eastgate Mobile Home Park,FL-Eastgate Mobile Home Park-5020,"Jackson, FL",Relatively Low,Homes of America,Alden Global Capital,42,2022,No,Manufactured Housing,30.748116,-85.18445,,
"6212 Kracker Ave Gibsonton,FL 33534",Treasure Cove,FL-Treasure Cove-6212,"Hillsborough, FL",Relatively High,Homes of America,Alden Global Capital,42,2022,No,Manufactured Housing,27.814833,-82.38336,,
"700 Jackson St Hillsdale,IL 61257",Hillsdale Estates,IL-Hillsdale Estates-700,"Rock Island, IL",Relatively Moderate,Homes of America,Alden Global Capital,42,2020,No,Manufactured Housing,41.603644,-90.17145,,
"1746 Wilson Rd Urbana,IL 61802",Wilson's on University MHC,IL-Wilson's on University MHC-1746,"Champaign, IL",Relatively Moderate,Horizon Land Company,Federal Capital Partners,42,2021,No,Manufactured Housing,40.116935,-88.184312,,
"2028 Mamie Eisenhower Ave Boone,IA 50036",Sunrise MHC,IA-Sunrise MHC-2028,"Boone, IA",Very Low,Horizon Land Company,Federal Capital Partners,42,2021,No,Manufactured Housing,42.056731,-93.859767,,
"100 Barrington Cir Greer,SC 29651",Barrington MHP,SC-Barrington MHP-100,"Spartanburg, SC",Relatively Moderate,Impact Communities,MHP Funds,42,N/A,No,Manufactured Housing,34.92173,-82.22146,,
"76 Court Street Lewiston,MN 55952",Lewiston Park,MN-Lewiston Park -76,"Winona, MN",Relatively Low,RHP Properties (RHP),RHP Properties,42,N/A,Fannie Mae,Manufactured Housing,43.978808,-91.870103,,
"Roadrunner Dr and Stadium Drive Bellwood,PA 16617",Bellwood Place,PA-Bellwood Place-Roadrunner,"Blair, PA",Relatively Low,Legacy Communities,Legacy Communities,42,N/A,Freddie Mac,Manufactured Housing,40.593524,-78.332811,,
"100 N Main St Quincy,MI 49082",North Trail Village,MI-North Trail Village-100,"Calhoun, MI",Relatively Low,Cambio Communities,Silver Creek Capital,42,N/A,No,Manufactured Housing,42.092349,-84.98621,,
"14651 Old Pascagoula Rd Grand Bay,AL 36541",Pecan Grove Mobile Home Park,AL-Pecan Grove Mobile Home Park-14651,"Mobile, AL",Relatively High,Homes of America,Alden Global Capital,41,2022,No,Manufactured Housing,30.507446,-88.39189,,
"8401 Bowles Rd Tampa,FL 33610",Countryside Village Mobile Home Park,FL-Countryside Village Mobile Home Park-8401,"Hillsborough, FL",Relatively High,Homes of America,Alden Global Capital,41,2022,No,Manufactured Housing,28.023003,-82.346333,,
"34 Norman Lane Perry,KS 66073",Perry Plaza,KS-Perry Plaza-34,"Jefferson, KS",Very Low,Impact Communities,MHP Funds,41,N/A,No,Manufactured Housing,39.079516,-95.389543,,
"300 N. Rolling Meadows Dr. North Fond Du Lac,WI 54937",Green Meadows,WI-Green Meadows -300,"Fond Du Lac, WI",Relatively Low,RHP Properties (RHP),RHP Properties,41,N/A,No,Manufactured Housing,43.7995,-88.492517,,
"1166 Hollywood Heights Rd Caseyville,IL 62232",Quail Run of Caseyville,IL-Quail Run of Caseyville-1166,"St. Clair, IL",Relatively High,Homes of America,Alden Global Capital,40,2021,No,Manufactured Housing,38.636062,-89.988697,,
"1870 Sheridan Kenosha,WI 53140",Alford Park,WI-Alford Park-1870,"Kenosha, WI",Relatively Moderate,Homes of America,Alden Global Capital,40,2021,No,Manufactured Housing,42.622319,-87.826932,,
"1735 West 3150 S West Valley City,UT 84119",Redwood Village,UT-Redwood Village-1735,"Salt Lake, UT",Relatively High,RHP Properties (Brookfield),Brookfield Corporation,40,2017,No,Manufactured Housing,40.702579,-111.940567,,
"2906 Otranto Rd North Charleston,SC 29406",Deerwood Acres,SC-Deerwood Acres-2906,"Charleston, SC",Relatively High,Horizon Land Company,Federal Capital Partners,40,N/A,No,Manufactured Housing,32.962499,-80.066307,,
"757 98th St SW Albuquerque,NM 87121",Rosewood MHP,NM-Rosewood MHP-757,"Bernalillo, NM",Relatively High,Impact Communities,MHP Funds,40,N/A,Freddie Mac,Manufactured Housing,35.057387,-106.741528,,
"2835 70th St Des Moines,IA 50322",Rockynn Mobile Home Park,IA-Rockynn Mobile Home Park-2835,"Polk, IA",Relatively Moderate,Impact Communities,MHP Funds,40,N/A,No,Manufactured Housing,41.621544,-93.710683,,
"8507 White Horse Rd Greenville,SC 29617",Park West & West Brook Communities,SC-Park West & West Brook Communities-8507,"Greenville, SC",Relatively Moderate,Impact Communities,MHP Funds,40,N/A,No,Manufactured Housing,34.900463,-82.463564,,
"10359 County Rd Y Mazomanie,WI 53560",Mazomanie MHP,WI-Mazomanie MHP-10359,"Dane, WI",Relatively Moderate,Impact Communities,MHP Funds,40,2021,No,Manufactured Housing,43.232029,-89.784512,,
"4901 US Hwy 301 North Ellenton,FL 34222",Pelican Pier West,FL-Pelican Pier West-4901,"Manatee, FL",Relatively High,Legacy Communities,Legacy Communities,40,N/A,Freddie Mac,Manufactured Housing,27.523379,-82.514117,,
"35108 Waters Edge Lakeland,FL 34731",Picciola Landing,FL-Picciola Landing-35108,"Lake, FL",Relatively Moderate,Legacy Communities,Legacy Communities,40,N/A,N/A,Manufactured Housing,28.821135,-81.844201,,
"3935 N Trail Dayton,OH 45414",Sunnybrook Estates Mobile Home Park,OH-Sunnybrook Estates Mobile Home Park-3935,"Montgomery, OH",Relatively Moderate,Knights Communities,Keel Team,40,N/A,N/A,Manufactured Housing,39.805879,-84.188122,,
"10610 Bay Hills Circle Thonotosassa,FL 33592",Bay Hills Village,FL-Bay Hills Village-10610,"Hillsborough, FL",Relatively High,Homes of America,Alden Global Capital,39,2023,No,Manufactured Housing,28.054515,-82.300266,,
"227 N 2nd St Berthoud,CO 80513",Sunshine Acres,CO-Sunshine Acres -227,"Larimer, CO",Relatively Moderate,Impact Communities,MHP Funds,39,N/A,Freddie Mac,Manufactured Housing,40.301114,-105.076878,,
"502 N Buffalo Bill Ave North Platte,NE 69101",Westgate Mobile Home Court,NE-Westgate Mobile Home Court-502,"Lincoln, NE",Relatively Low,Impact Communities,MHP Funds,39,N/A,No,Manufactured Housing,41.141406,-100.791633,,
"380 Williams Rd. Fletcher,NC 28732",Homestead,NC-Homestead -380,"Buncombe, NC",Relatively Moderate,RHP Properties (RHP),RHP Properties,39,N/A,No,Manufactured Housing,35.485944,-82.480978,,
"5110 US-2 BUS Minot,ND 58701",Holiday Park Mobile Home,ND-Holiday Park Mobile Home-5110,"Ward, ND",Relatively Low,Homes of America,Alden Global Capital,38,2022,No,Manufactured Housing,48.226832,-101.218689,,
"511 E Oakdale Keene,TX 76059",Happy Hollow,TX-Happy Hollow-511,"Johnson, TX",Relatively Moderate,Horizon Land Company,Federal Capital Partners,38,2021,No,Manufactured Housing,32.399994,-97.316634,,
"N10356 Lake Rd Ironwood,MI 49938",Ironwood Estates,MI-Ironwood Estates-N10356,"Gogebic, MI",Very Low,Impact Communities,MHP Funds,38,N/A,No,Manufactured Housing,46.536276,-90.156109,,
"202 E Railroad St Hudson,IN 46767",Hudson Mobile Home Community,IN-Hudson Mobile Home Community-202,"Steuben, IN",Very Low,Knights Communities,Keel Team,38,2022,Fannie Mae,Manufactured Housing,41.529502,-85.077717,,
"1006 3rd St NE Roseau,MN 56751",Eastside Mobile Home Court,MN-Eastside Mobile Home Court-1006,"Roseau, MN",Relatively Low,Knights Communities,Keel Team,38,N/A,No,Manufactured Housing,48.8477,-95.747504,,
"708 W Hurst Blvd Hurst,TX",Regional Estates MHP,TX-Regional Estates MHP-708,"Tarrant, TX",Relatively High,Impact Communities,MHP Funds,38,N/A,N/A,Manufactured Housing,32.809454,-97.182374,,
"350 Austin Ave Bridge City,TX 77611",Stadium Village,TX-Stadium Village-350,"Orange, TX",Relatively Moderate,Impact Communities,MHP Funds,37,N/A,No,Manufactured Housing,30.038139,-93.820338,,
"535 County Road 204 Durango,CO 81301",Junction Creek,CO-Junction Creek-535,"La Plata, CO",Relatively Low,Impact Communities,MHP Funds,37,N/A,No,Manufactured Housing,37.308201,-107.887464,,
"100 Brookstone Dr Easley,SC 29642",Windy Hill MHP,SC-Windy Hill MHP-100,"Anderson, SC",Relatively Moderate,Impact Communities,MHP Funds,36,N/A,No,Manufactured Housing,34.720694,-82.560102,,
"17030 County Road 10 Foley,AL 36535",Dolphin Mobile Home Park,AL-Dolphin Mobile Home Park-17030,"Baldwin, AL",Relatively High,Homes of America,Alden Global Capital,35,2022,No,Manufactured Housing,30.331672,-87.734062,,
"3925 N Combee Rd Lakeland,FL 33805",Ten Rocks Mobile Home Park,FL-Ten Rocks Mobile Home Park-3925,"Polk, FL",Relatively High,Homes of America,Alden Global Capital,35,2021,No,Manufactured Housing,28.092945,-81.904189,,
"900 Bybrook Dr Fenton,MO 63026",Romaine Commons,MO-Romaine Commons-900,"Jefferson, MO",Relatively Moderate,Horizon Land Company,Federal Capital Partners,35,N/A,No,Manufactured Housing,38.470657,-90.44464,,
"901 Red Wing Ave Kenyon,MN 55946",Southview Estates,MN-Southview Estates-901,"Goodhue, MN",Relatively Low,Impact Communities,MHP Funds,35,2018,No,Manufactured Housing,44.262166,-92.985589,,
"414 E Locust St Chatham,IL 62629",Blue Spruce Mobile Home Park,IL-Blue Spruce Mobile Home Park-414,"Sangamon, IL",Relatively Moderate,Homes of America,Alden Global Capital,34,2021,No,Manufactured Housing,39.672681,-89.699813,,
"1750 Roosevelt Ave 1 Belleville,IL 62226",Pine Manor Mobile Home Park,IL-Pine Manor Mobile Home Park-1750,"St. Clair, IL",Relatively High,Homes of America,Alden Global Capital,34,2021,No,Manufactured Housing,38.514225,-90.012058,,
"1 Fern St Urbana,IL 61802",Spruce Commons ,IL-Spruce Commons -1,"Champaign, IL",Relatively Moderate,Horizon Land Company,Federal Capital Partners,34,2018,No,Manufactured Housing,40.139117,-88.203671,,
"458 Oakridge Church Rd Tifton,GA 31794",Oakridge Mobile Home Park,GA-Oakridge Mobile Home Park-458,"Tift, GA",Relatively Low,Knights Communities,Keel Team,34,N/A,N/A,Manufactured Housing,31.402208,-83.48182,,
"902 Center St W Pencer,MN 56751",Westside Mobile Home Community,MN-Westside Mobile Home Community-902,"Roseau, MN",Relatively Low,Knights Communities,Keel Team,34,N/A,No,Manufactured Housing,48.84606,-95.775906,,
"2310 S 50TH ST Tampa,FL 33619",J&L Family Park,FL-J&L Family Park-2310,"Hillsborough, FL",Relatively High,Homes of America,Alden Global Capital,33,2022,No,Manufactured Housing,27.927265,-82.401258,,
"Pleasant Valley Dr Belleville/Swansea,IL 62226",Pleasant Valley Mobile Home Park,IL-Pleasant Valley Mobile Home Park-Pleasant,"St. Clair, IL",Relatively High,Homes of America,Alden Global Capital,33,2021,No,Manufactured Housing,38.540375,-89.9804,,
"4665 W 100 S Wabash,IN 46992",Rhoades Wheel Mobile Home Park,IN-Rhoades Wheel Mobile Home Park-4665,"Wabash, IN",Very Low,Homes of America,Alden Global Capital,32,2023,No,Manufactured Housing,40.759273,-85.809855,,
"1 Elmira Court Bloomfield,IA 52537",Lakeside Estates,IA-Lakeside Estates-1,"Davis, IA",Relatively Low,Impact Communities,MHP Funds,32,N/A,No,Manufactured Housing,40.738891,-92.420224,,
"412 Sarah St Birnamwood,WI 54414",Village View,WI-Village View-412,"Shawano, WI",Relatively Low,Impact Communities,MHP Funds,32,N/A,No,Manufactured Housing,44.933186,-89.215684,,
"9710 York St Anamosa,IA 52205",Fairview Terrace Mobile Home Park,IA-Fairview Terrace Mobile Home Park-9710,"Jones, IA",Very Low,Knights Communities,Keel Team,32,N/A,N/A,Manufactured Housing,42.074524,-91.329851,,
"100 1st Ave Mendota,IL 61342",Cherry Estates MHP,IL-Cherry Estates MHP-100,"Lasalle, IL",Relatively Moderate,Knights Communities,Keel Team,32,N/A,N/A,Manufactured Housing,41.540753,-89.10879,,
"9917 E Ellicott St Tampa,FL 33610",Shearwood Mobile Home Park,FL-Shearwood Mobile Home Park-9917,"Hillsborough, FL",Relatively High,Homes of America,Alden Global Capital,32,2023,N/A,Manufactured Housing,27.990244,-82.338171,,
"921 Shamrock Lane Albany,MN 56307",Shamrock,MN-Shamrock -921,"Stearns, MN",Relatively Moderate,RHP Properties (RHP),RHP Properties,31,N/A,No,Manufactured Housing,45.62898,-94.577373,,
"4464 E 125 1st Rd Earlville,IL 60518",Earlville Estates MHP,IL-Earlville Estates MHP-4464,"Lasalle, IL",Relatively Moderate,Knights Communities,Keel Team,31,N/A,N/A,Manufactured Housing,41.5834,-89.147213,,
"468 E Wsahsington St Upland,IN 46989",Lightle Mobile Home Park,IN-Lightle Mobile Home Park-468,"Grant, IN",Relatively Low,Knights Communities,Keel Team,31,N/A,N/A,Manufactured Housing,40.474572,-85.492063,,
